"nxtbrth1","nxtbrth2","rminor","cpermpg","stfloca","chngloca","blngloca","chatnb","ccnthum","ccrdprs","wrclmch","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtdgcla","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imacflp","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","vteurmmb","vteubcmb","hhmmb","hhmmb15","gndr","mbrn","yrbrn","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","mbrn2","mbrn3","mbrn4","mbrn5","mbrn6","mbrn7","mbrn8","mbrn9","yrbrn2","yrbrn3","yrbrn4","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","chldhhe","domicil","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctrb","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hincfilt","hinctnta","hincfel","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","wkhtotp","emprf14","occf14b","emprm14","occm14b","atncrse","optftr","fltdpr","slprl","wrhpp","fltlnl","enjlf","fltsd","cldgng","enrglot","fltanx","fltpcfl","lchshcp","dngval","hrmcnt","pplahlp","trtrsp","tnapsur","sedirlf","rehlppl","prhlppl","dgwtva","achgoal","flsfsec","clcnppl","clcnpla","dprfgd","acqcomp","kndhtm","hrmlife","dstpwir","hlpprct","ogendas","wbwlkpl","runtint","qfimedu","qfimlng","qfimchr","qfimwht","imtcjob","imbleco","imwbcrm","imdetbs","imdetmr","shrrfg","rfgawrk","gvrfgap","rfgdtcn","noimbro","gvtrimg","rlgueim","dfegcf","dfegcon","dfeghbg","etglint","etghwrk","cultbtr","prtnclt","aljewlv","almuslv","admim","alcewr","alceup","almmewr","almmeup","ipdopin","ipstst","ipplea","ipnpea","ipbesuc","ipetrju","ippoco","iphumb","ipprenv","ipnhum","ipnexp","iphppcl","ipwlth","ipprsaf","iptlppl","ipnvreg","ipmadec","ipftrad","ippconf","ipacrec","scresuq","scresrla","scastqc","scawhp","scasd","scappil","scaorel","scanrel","scafw","scanap","scana","sckaun","sckaacc","sckard","sckarhm","sckadec","sckareq","sckaoth","sckanap","sckana","recon","scmpqst","decnum","mode","idno","cntry","inwds","ainws","einwe"
1,1,9,4,9,7,8,7,77,2,3,3882,2,3880,8,0,1,4,7,4,8,7,4,2,88,77,99,77,9,1,2,7,1,2,2,8,1,1,1,1,77,7,1,99,5,99,0,4,1,9,8,10,1,4,7,8,2,7,5,77,8,99,1,2,3,9,2,2,9,9,2,8,8,5,2,5,7,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,2,6666,8,2,1,88,2,49,88,6,86,7661,9,8,9,6,6,1,2,1,77,88,77,66,88,77,99,88,9999,9999,6666,6666,8888,6666,7777,7777,1,4,5,99,4,99,88,4,5,7,7,2,1,2,19,1,1,0,1,1,0,1,0,1,0,0,1,4,8,2,6666,9,77777,8,6,7,77777,66,0,666,777,4,9,1,9,1,7,99,1,77,2,0,0,0,0,1,0,0,1,1,0,1,0,1,4,6,2,888,4,4,3,9,7,9,2,7,7,1,2,8,8,2,1,9,8,5,6,6,3,6,1,5,1,4,6,2,6,2,1,6,3,9,2,9,4,4,2,77,10,4,3,10,0,88,0,7,9,7,8,2,40,9,10,8,7,77,9,7,1,3,2,4,1,4,8,4,2,6,1,3,4,2,4,2,6,3,2,4,1,1,5,4,3,2,1,4,2,3,5,2,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,NA,NA,1,400285,"NL","05-02-2025 21:40:13","05-02-2025 21:40:13","05-02-2025 22:24:39"
6,6,9,6,8,9,7,5,99,8,8,8746,3,6109,5,77,6,4,4,9,9,4,88,77,6,6,0,10,1,8,2,8,1,9,2,8,8,7,7,7,6,6,10,5,7,6,1,7,4,7,5,1,7,2,1,7,1,7,2,77,2,3,5,6,1,1,4,3,2,4,5,7,7,88,88,77,8,1,0,1,0,0,0,1,0,1,1,0,0,1,0,9,7,6666,8,7,2,2,44,8,12,2,51,2008,8,6,2,1,1,9,8,2,99,99,99,77,88,66,99,88,9999,8888,6666,8888,8888,8888,9999,7777,77,5,2,88,4,1,5,88,1,7,9,2,7,7,55,1,1,1,0,1,1,0,0,0,0,0,1,6,2,8,9999,9,99999,6,6,1,99999,8,7,999,777,4,1,8,8,1,3,3,2,8,8,1,1,1,1,1,1,0,0,1,0,0,0,1,1,7,8,888,8,3,3,88,2,9,7,8,9,7,9,2,3,1,9,1,8,7,1,5,3,4,2,9,8,0,0,5,6,8,3,1,5,2,6,4,8,9,9,88,99,77,77,0,0,5,10,2,4,3,8,9,980,3,9,8,99,4,9,3,7,1,3,4,3,6,7,7,2,5,9,3,9,6,6,4,6,5,3,2,1,5,3,6,9,2,3,4,6,9,4,2,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,8,NA,NA,9,400286,"NL","31-01-2025 04:43:38","31-01-2025 04:43:38","31-01-2025 07:38:06"
9,1,2,3,5,4,1,3,88,66,1,7936,2,1419,1,1,0,1,1,5,3,9,1,2,9,99,10,4,99,9,2,1,7,1,1,1,8,8,7,8,77,6,99,6,4,4,4,1,4,8,2,3,5,7,2,8,2,9,4,9,8,4,5,77,8,1,8,9,7,1,6,1,7,5,3,3,9,1,1,0,0,1,1,1,0,1,0,0,0,1,1,9,7,6666,8,1,9,44,33,5,93,6,178,3054,2,9,8,8,6,2,8,9,77,77,66,66,66,88,88,88,8888,9999,9999,8888,9999,9999,8888,8888,88,77,88,77,3,1,77,4,5,1,2,4,7,1,74,0,1,0,1,0,0,0,0,1,0,0,0,1,8,1,7777,9,99999,8,4,2,66666,4,7,888,777,77,7,8,2,2,8,77,2,9,2,0,0,1,0,0,1,0,0,0,0,1,0,0,88,2,7,888,9,2,1,7,8,9,1,7,9,9,4,3,4,1,9,8,3,4,0,4,2,6,88,4,1,5,3,6,6,4,3,6,9,9,5,1,8,3,3,88,9,3,5,8,9,2,9,0,5,2,2,8,85,7,99,2,1,7,7,4,1,9,3,4,3,8,2,2,7,9,8,7,7,9,8,4,4,4,3,8,1,3,7,6,5,3,3,3,6,2,5,9,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,2,NA,NA,9,400287,"NL","21-02-2025 17:27:27","21-02-2025 17:27:27","21-02-2025 18:52:18"
1,1,9,6,8,7,5,8,3,2,5,4528,5,3121,10,99,7,1,7,5,9,3,6,99,0,6,3,1,1,2,1,1,8,1,2,7,7,7,2,6,9,3,5,77,10,10,3,3,3,3,4,6,4,8,1,4,7,7,99,3,5,3,5,6,7,2,8,3,7,5,88,2,1,8,2,4,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8,1,6666,8,8,1,77,1,20,71,5,172,6110,8,8,2,1,7,1,1,7,77,88,77,99,88,66,66,77,7777,6666,9999,8888,8888,6666,8888,6666,88,3,5,2,6,1,99,1,66,2,9,2,6,9,70,1,1,1,1,0,1,0,1,1,0,0,0,4,2,6,6666,1,66666,8,1,9,88888,99,10,666,777,3,9,2,2,1,2,8,1,88,7,1,0,0,0,1,1,0,0,1,0,1,0,0,2,2,7,999,9,88,8,66,9,9,1,1,9,7,3,2,8,8,3,9,7,4,0,8,4,8,5,7,8,5,7,9,4,6,1,5,9,5,3,1,2,2,7,8,6,6,7,6,9,1,3,0,2,2,7,3,116,5,99,2,5,4,4,7,7,7,1,7,2,4,6,4,7,9,6,6,3,3,3,3,8,1,3,4,1,5,1,5,5,4,5,2,6,4,5,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,4,NA,NA,2,400288,"NL","23-02-2025 08:41:51","23-02-2025 08:41:51","23-02-2025 11:08:13"
1,9,1,1,4,7,8,1,88,99,1,8089,3,451,0,5,0,1,2,9,4,1,3,9,5,88,2,77,7,1,9,9,1,1,2,7,8,2,9,1,88,8,99,88,7,5,2,7,5,5,2,5,7,3,2,1,3,2,7,88,77,0,5,0,1,8,9,3,2,1,3,9,2,5,5,7,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2,9,9999,1,8,7,44,1,95,76,4,146,3035,8,9,6,6,8,2,8,2,99,77,66,66,99,88,99,77,8888,6666,6666,7777,7777,8888,8888,7777,66,1,4,77,6,88,66,3,4,9,8,66,2,9,91,1,0,0,1,1,0,1,1,0,0,0,0,7,2,7,9999,6,77777,7,7,1,99999,0,7,666,666,99,6,8,1,6,2,2,9,10,2,1,0,1,0,1,0,1,1,0,0,1,0,1,1,6,3,777,8,7,9,99,8,9,4,9,3,8,9,2,2,7,4,7,7,5,8,7,3,3,77,9,1,2,1,3,1,2,7,7,4,1,2,7,9,2,5,10,1,2,2,9,3,3,0,88,3,3,1,7,47,5,88,1,77,88,4,9,8,8,3,9,1,3,4,9,3,1,5,5,1,4,4,4,1,3,6,1,2,4,2,9,1,2,9,3,8,1,3,2,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,4,NA,NA,4,400289,"NL","16-01-2025 12:37:30","16-01-2025 12:37:30","16-01-2025 14:10:47"
2,9,9,2,4,1,8,9,77,99,9,885,4,5833,3,8,0,7,9,9,4,2,88,10,10,88,5,1,6,1,9,2,2,9,2,2,7,8,2,1,1,88,5,5,88,77,8,9,4,9,8,4,1,9,1,7,7,7,77,77,3,10,3,6,2,8,9,2,2,10,0,1,2,1,7,1,7,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,9,8888,1,1,7,77,77,95,77,3,438,6775,2,7,8,8,9,1,1,6,66,88,66,88,99,88,77,66,8888,7777,7777,9999,6666,8888,9999,8888,88,5,2,5,6,2,66,6,88,2,7,77,1,3,39,0,1,1,1,1,1,1,0,1,0,0,0,8,9,7,7777,1,66666,7,4,6,66666,3,8,555,999,6,1,9,9,9,2,4,2,9,9,0,1,1,1,0,1,0,0,1,0,1,0,0,99,8,9,666,3,2,3,99,9,9,1,2,4,9,3,1,9,8,4,8,9,1,2,5,2,77,99,2,6,1,0,1,2,5,3,8,5,2,3,7,2,4,3,8,8,77,4,5,88,77,6,77,7,2,2,9,143,9,88,8,2,9,8,8,4,7,7,7,9,3,1,1,6,5,1,8,6,5,8,3,5,3,4,2,2,3,5,8,8,4,7,3,1,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,NA,NA,3,400290,"NL","27-01-2025 21:17:28","27-01-2025 21:17:28","27-01-2025 22:35:52"
9,2,6,7,4,4,0,4,4,3,2,7699,7,6132,10,7,8,9,2,3,2,9,0,77,2,77,10,9,8,2,2,7,9,9,1,2,2,7,7,8,77,88,0,8,88,99,1,7,7,8,2,88,8,9,7,3,1,8,8,88,88,0,77,2,8,1,8,9,7,0,10,9,8,99,5,88,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,8,1,8888,7,2,1,77,2,4,28,5,280,5123,9,7,8,2,6,8,1,8,99,66,77,66,88,99,99,77,8888,8888,8888,7777,6666,6666,6666,8888,77,66,5,77,3,77,66,6,77,7,9,4,6,4,10,1,1,0,1,1,1,0,1,0,0,0,0,8,1,1,9999,9,99999,6,9,2,99999,4,77,555,888,5,8,9,7,8,2,5,1,88,4,0,0,0,0,1,1,1,1,0,0,0,0,0,6,1,2,888,3,77,9,7,1,9,7,9,8,4,7,2,1,7,3,3,2,4,6,2,3,9,7,1,8,9,1,1,6,9,3,2,3,8,6,7,8,3,9,3,99,99,5,3,9,1,2,7,9,1,8,4,676,2,9,2,1,10,1,4,7,3,1,7,9,3,7,1,3,3,3,4,6,6,5,3,7,3,6,1,5,4,6,4,4,1,5,2,5,4,2,2,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,4,NA,123,1,400291,"NL","24-01-2025 09:18:48","24-01-2025 09:18:48","24-01-2025 11:25:43"
6,1,9,3,3,9,6,4,3,2,8,8210,9,6937,88,6,5,4,7,8,4,3,10,1,99,99,1,77,88,2,9,1,2,2,7,2,1,9,1,2,88,1,4,0,1,2,99,3,1,8,2,7,5,3,9,9,2,8,88,6,99,7,77,88,2,8,1,1,9,5,2,9,2,7,6,4,9,1,0,0,1,0,0,1,0,0,1,0,0,0,1,8,1,8888,7,2,8,2,65,32,74,2,160,5898,7,7,8,1,1,6,9,9,66,88,66,99,88,99,66,77,6666,9999,7777,9999,8888,6666,8888,9999,4,6,2,77,1,88,4,66,4,6,1,99,6,3,28,0,1,1,0,1,1,0,1,0,0,0,1,6,9,2,7777,6,99999,2,9,1,66666,99,8,999,888,2,9,9,9,6,7,8,2,9,2,1,0,0,0,0,0,1,1,1,0,1,0,0,88,6,1,666,2,6,8,6,8,9,8,3,1,1,4,4,1,4,2,7,1,5,7,3,0,77,88,2,7,7,8,1,7,6,2,3,0,1,0,9,8,4,4,5,3,1,1,4,1,2,3,6,8,9,5,3,973,6,2,9,77,66,3,3,7,2,8,2,3,1,3,8,2,1,7,5,3,5,3,3,1,1,1,5,1,3,3,6,3,4,3,4,1,6,9,9,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,9,NA,NA,2,400292,"NL","30-01-2025 07:44:11","30-01-2025 07:44:11","30-01-2025 09:21:46"
6,6,1,1,5,1,2,5,1,1,7,5977,7,8840,7,6,5,8,3,1,3,5,0,5,8,7,77,2,0,9,8,8,7,2,7,7,2,8,8,3,0,9,3,3,7,6,88,1,5,7,4,0,8,1,9,1,7,9,77,6,8,88,77,4,7,7,7,5,2,10,99,1,7,5,77,6,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,7,1,9999,7,7,7,65,33,69,7,9,387,8603,1,1,6,7,7,2,1,6,88,88,88,99,66,77,88,77,7777,9999,6666,9999,9999,9999,9999,8888,88,3,6,99,88,66,4,88,6,1,2,77,2,4,69,0,1,1,0,0,1,0,1,1,0,0,1,4,9,1,8888,2,88888,7,7,2,99999,99,2,999,777,88,7,7,1,7,3,2,1,6,3,1,1,1,0,0,1,0,1,1,0,0,0,1,8,2,9,888,2,66,3,88,7,4,2,9,1,2,3,3,4,8,2,9,2,5,4,8,5,77,7,2,5,0,6,0,7,4,2,9,9,2,9,7,8,2,8,0,0,10,2,0,8,9,77,6,5,2,5,4,556,9,2,9,5,10,9,4,2,4,1,3,1,1,2,7,9,4,5,2,7,1,2,3,8,5,1,9,1,5,2,6,7,4,9,1,1,3,5,6,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,3,NA,NA,3,400293,"GB","04-02-2025 04:15:18","04-02-2025 04:15:18","04-02-2025 07:03:36"
6,2,6,7,7,4,2,2,55,1,1,6844,4,7415,3,4,0,8,9,8,1,4,1,7,8,99,1,99,88,9,7,7,2,8,7,2,9,8,9,8,1,77,9,8,8,1,4,9,3,5,4,88,4,4,4,2,7,2,88,99,10,9,99,6,5,2,2,4,2,0,0,9,2,88,2,6,7,1,1,1,1,1,1,0,0,0,0,0,0,1,1,7,1,8888,2,2,8,1,77,20,12,1,439,7826,8,7,6,9,8,9,7,7,66,77,77,88,77,66,88,66,7777,7777,6666,8888,9999,9999,8888,6666,6,6,77,88,88,99,5,5,88,7,9,3,2,1,12,1,1,0,0,0,1,1,0,1,0,0,0,5,6,6,9999,6,88888,2,2,1,77777,0,77,999,777,66,1,2,8,7,7,77,2,88,3,0,0,0,1,1,0,1,0,1,0,0,0,0,66,1,3,888,2,5,1,66,8,9,9,3,4,8,4,4,8,8,3,8,3,1,9,1,9,77,2,7,4,3,9,1,1,1,3,3,7,9,4,3,8,8,9,77,1,0,10,4,10,0,4,3,5,1,8,5,122,2,4,2,4,6,8,8,2,7,2,4,4,6,4,8,6,4,8,5,4,3,2,2,7,2,6,4,9,5,6,7,5,3,3,4,2,3,4,2,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,NA,NA,4,400294,"NL","28-01-2025 18:17:27","28-01-2025 18:17:27","28-01-2025 18:55:10"
2,6,1,9,5,3,3,4,1,77,1,8653,3,8248,99,1,7,1,8,4,3,2,4,2,0,8,8,5,7,2,7,2,1,7,2,1,1,1,1,4,99,8,4,7,4,2,10,4,7,5,3,99,5,7,7,2,4,2,9,8,8,99,88,2,3,2,9,9,7,88,3,1,9,1,1,7,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,9,9999,7,2,2,65,65,52,6,6,427,2450,1,1,9,2,7,1,1,8,77,66,66,77,66,66,77,88,8888,9999,8888,9999,8888,9999,8888,9999,99,4,2,66,1,99,77,1,1,8,1,1,6,5,41,0,1,1,1,0,0,0,1,0,0,0,0,9,7,6,7777,6,77777,3,1,6,88888,8,7,666,777,66,8,2,8,8,7,1,1,5,3,1,1,1,0,1,0,0,0,1,0,0,0,1,5,6,6,666,4,5,8,66,7,9,7,7,3,7,3,7,3,9,9,4,1,9,8,8,0,5,99,7,8,2,5,2,9,5,8,1,3,8,7,3,1,9,7,4,0,3,10,4,1,1,10,5,5,1,4,9,545,5,6,3,2,66,9,1,2,9,2,4,1,3,9,7,9,6,4,2,5,6,6,2,5,6,1,6,5,6,6,6,4,3,9,5,2,2,9,9,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,5,NA,NA,4,400295,"GB","18-01-2025 11:49:44","18-01-2025 11:49:44","18-01-2025 12:55:08"
1,1,9,3,1,7,2,5,88,2,1,1262,9,7728,3,4,0,9,7,3,3,4,2,9,77,2,9,0,6,7,9,8,8,1,1,7,7,7,7,1,2,88,8,7,2,99,88,9,5,7,8,6,8,4,7,4,7,2,7,5,77,0,88,3,5,1,7,2,9,7,10,8,8,9,2,2,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,9999,2,8,1,33,65,91,85,2,420,9085,8,9,2,6,7,6,9,6,77,99,77,77,99,99,88,77,8888,9999,9999,8888,6666,8888,7777,8888,77,3,3,77,6,99,3,6,1,9,7,1,8,1,33,1,0,1,1,1,1,1,1,1,0,0,1,6,9,7,8888,3,77777,6,8,7,77777,99,7,777,999,66,7,8,1,1,3,88,3,77,3,1,1,1,1,1,0,0,1,0,0,1,0,0,9,2,7,999,4,6,4,77,1,9,1,7,8,8,7,3,1,1,7,1,4,1,9,0,8,1,7,7,2,4,2,7,6,0,5,0,0,7,8,3,1,1,9,3,88,88,3,7,5,10,77,6,4,1,3,1,434,7,77,7,5,3,2,3,8,8,3,3,3,4,1,3,9,5,5,6,5,2,4,6,2,2,3,1,6,1,6,7,1,3,3,6,2,6,9,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,9,NA,NA,2,400296,"NL","12-02-2025 13:15:17","12-02-2025 13:15:17","12-02-2025 15:42:57"
9,1,9,2,2,3,2,9,4,88,2,920,9,4897,1,88,0,8,3,3,1,7,99,99,7,3,5,77,10,8,1,1,9,9,8,1,7,9,9,1,2,5,9,6,8,5,4,5,1,3,9,9,3,1,7,8,9,8,5,99,9,7,6,99,5,7,8,2,2,9,3,7,6,7,4,3,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,2,8888,2,1,8,1,55,5,49,2,342,2453,1,1,1,6,6,1,2,9,77,66,77,66,88,66,66,66,6666,9999,8888,9999,7777,9999,7777,8888,77,77,1,77,66,77,1,5,2,7,9,2,2,7,30,0,1,0,1,1,0,0,0,1,0,0,1,7,6,2,7777,6,66666,6,9,9,88888,77,7,888,999,4,1,1,2,1,9,3,2,6,8,1,1,1,1,1,0,1,1,0,0,1,0,0,2,1,8,999,9,99,8,8,2,9,9,2,9,4,4,3,7,2,4,2,2,5,2,3,9,10,88,1,4,3,8,1,7,0,3,8,4,4,8,9,9,3,4,7,9,5,9,2,8,5,5,2,2,4,5,5,831,8,8,1,99,3,2,8,4,3,8,3,9,4,1,3,8,1,8,7,5,2,2,3,1,4,3,3,3,1,2,3,6,2,1,3,4,2,9,2,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,7,NA,NA,9,400297,"NL","14-01-2025 21:14:29","14-01-2025 21:14:29","14-01-2025 22:21:53"
1,6,9,5,1,9,2,5,2,3,7,8777,2,2415,99,0,7,2,7,5,4,8,4,8,10,8,99,3,8,8,9,9,7,8,1,1,1,1,8,6,6,5,7,99,1,2,3,7,2,2,1,77,7,4,2,1,2,9,6,6,99,8,7,5,8,1,2,1,9,88,6,1,8,2,77,3,7,0,1,1,1,1,0,1,0,1,1,0,0,1,1,7,1,6666,1,9,7,2,1,71,43,7,134,4869,7,9,2,1,9,7,9,9,66,77,88,66,88,88,77,66,9999,6666,9999,8888,8888,7777,7777,7777,77,77,88,2,6,5,99,3,4,1,8,1,6,1,98,0,0,0,0,0,0,1,1,1,0,0,0,5,7,7,9999,7,66666,1,3,9,99999,9,1,888,666,4,7,7,2,8,2,77,3,4,2,0,1,1,1,0,1,1,0,0,0,1,0,1,2,1,6,888,1,4,2,6,9,9,2,7,3,3,9,8,9,9,1,4,1,4,0,2,4,4,4,5,2,9,6,5,0,0,8,0,5,0,8,1,4,9,8,0,88,4,88,4,10,9,7,4,3,5,7,2,906,8,1,8,7,66,8,2,3,8,1,7,4,6,3,4,8,3,4,6,3,2,4,4,2,3,1,4,1,1,5,1,4,5,2,1,5,1,6,6,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,7,NA,124,4,400298,"GB","22-02-2025 16:01:54","22-02-2025 16:01:54","22-02-2025 16:36:22"
6,2,9,4,3,1,6,7,2,99,9,8009,1,7875,5,1,88,9,2,3,8,4,0,6,0,2,4,88,6,9,8,9,8,8,9,2,8,7,7,3,99,88,4,1,2,8,5,1,8,9,7,10,2,1,9,3,8,9,3,3,9,99,3,99,4,9,1,7,1,7,5,8,9,4,7,77,7,1,1,1,0,1,0,1,0,0,1,0,0,0,0,8,9,8888,7,2,9,33,65,24,60,6,389,2467,1,9,7,8,1,1,8,1,88,88,77,66,99,66,77,77,8888,6666,6666,7777,6666,6666,9999,6666,3,88,2,66,6,4,3,3,2,9,2,4,8,3,73,0,1,1,0,0,1,0,0,0,0,0,1,66,2,8,8888,2,77777,7,2,6,88888,10,88,666,777,6,2,2,1,7,2,7,3,4,7,0,1,1,0,1,0,0,1,1,0,1,0,1,4,6,3,666,4,2,4,99,7,NA,4,3,7,9,2,7,4,7,2,1,2,9,3,6,1,4,1,9,0,2,1,3,0,4,8,3,5,5,1,1,2,9,8,99,99,10,88,2,1,88,7,8,7,4,9,3,985,8,10,1,2,0,7,9,7,1,7,1,2,4,8,4,9,2,1,9,5,1,8,6,1,4,9,1,1,4,4,1,3,5,2,5,5,6,3,9,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,9,NA,NA,9,400299,"NL","18-02-2025 02:56:09","18-02-2025 02:56:09","18-02-2025 05:16:11"
9,9,6,4,9,2,6,8,4,99,5,2369,2,1930,99,3,99,9,2,1,5,1,8,5,2,8,6,10,5,7,2,1,7,1,2,7,1,2,1,4,4,6,88,88,1,3,88,5,4,9,8,5,9,9,7,3,3,4,4,9,10,1,88,5,1,9,4,9,7,99,99,2,7,5,99,4,2,0,1,0,1,0,1,0,0,1,1,0,0,1,1,7,1,8888,7,7,1,44,99,4,55,1,381,2886,7,1,6,2,8,9,6,8,99,99,99,88,66,88,88,77,9999,7777,9999,9999,9999,9999,6666,7777,77,77,5,1,99,2,99,2,2,8,8,3,9,2,23,1,1,0,1,1,0,0,0,1,0,0,0,99,2,8,8888,8,66666,3,5,8,66666,66,1,999,888,1,9,7,1,9,8,1,2,9,7,0,1,1,0,1,1,0,1,0,0,1,0,1,66,2,7,777,7,1,2,6,8,9,7,8,7,7,7,1,3,8,2,7,2,5,7,5,5,4,2,9,8,8,0,2,3,1,3,7,7,9,6,3,1,1,9,5,2,9,5,2,2,77,5,10,2,4,4,8,519,4,10,8,1,10,3,1,8,9,1,3,1,6,1,7,9,5,9,5,6,5,8,1,7,5,1,6,9,5,9,3,4,3,6,3,6,6,4,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,NA,NA,1,400300,"GB","15-02-2025 20:48:58","15-02-2025 20:48:58","15-02-2025 22:34:16"
1,6,2,6,7,8,0,7,4,3,7,1042,2,2607,6,99,77,8,8,2,3,3,88,99,3,77,10,77,6,3,9,2,9,2,2,9,2,1,7,6,7,0,99,2,8,10,2,5,5,9,2,77,3,4,4,9,2,9,77,1,4,77,77,99,7,2,3,9,2,5,7,8,8,2,3,7,7,1,1,1,1,1,1,0,0,1,0,0,0,1,1,2,9,8888,8,1,7,65,33,18,70,3,384,3921,9,9,7,6,9,1,2,8,66,77,99,99,77,77,77,66,8888,8888,9999,9999,6666,9999,7777,6666,1,77,1,66,4,4,99,77,5,2,8,1,9,1,6,1,1,1,1,0,1,1,0,1,0,0,1,2,9,6,6666,3,99999,3,7,1,99999,99,77,666,666,2,7,7,2,7,7,99,2,6,7,0,0,0,0,1,1,0,1,0,0,1,0,0,66,2,8,888,7,8,8,66,9,9,3,2,7,3,7,8,7,1,1,8,4,7,2,1,2,2,4,0,0,1,3,9,0,7,8,0,2,4,6,9,9,5,8,99,9,6,5,9,10,2,9,0,4,5,7,8,421,7,7,8,88,5,7,3,3,9,8,9,4,2,9,4,7,3,3,3,5,4,4,5,2,2,9,6,4,2,4,6,6,1,4,1,4,3,6,6,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,4,NA,NA,3,400301,"GB","15-01-2025 23:45:19","15-01-2025 23:45:19","16-01-2025 02:47:13"
